epoch,avg_reward_train,min_reward_train,max_reward_train,avg_reward_val_uni_samp,avg_reward_real,tloss_train
50,198.98875,150.4,232.0,238.21875,270.0,-10.155819007158279
100,206.3075,166.9,229.64,243.75,310.0,-13.294912228325048
150,258.654375,208.98,285.34,246.359375,300.0,-19.395590634346007
200,248.178125,196.44,271.06,242.3125,270.0,-19.454924838542937
