epoch,avg_reward_train,min_reward_train,max_reward_train,avg_reward_val_uni_samp,avg_reward_real,tloss_train
50,160.9725,112.12,203.02,240.171875,310.0,-7.7576057914875856
100,223.333125,196.02,242.4,240.96875,310.0,-8.353115175291114
150,247.38375,221.16,263.78,244.53125,310.0,-6.381586739224731
200,237.645625,219.4,251.44,249.25,310.0,-2.739684293783503
